"yr","holiday","weathersit","temp","hum","windspeed","casual","registered","cnt","date"
"0","0","2",0.5625,0.867083,0.152979,1582,2971,4553,15
"0","0","1",0.5775,0.787917,0.126871,773,3185,3958,16
"0","0","2",0.55,0.87,0.201492,536,3319,3855,18
"0","0","1",0.536667,0.719583,0.125013,909,4008,4917,20
"0","0","1",0.6025,0.626667,0.12065,695.188567077216,3547,5805,21
"0","0","1",0.604167,0.749583,0.148008,1576,3084,4660,22
"0","0","2",0.631667,0.81,0.233842,836,3438,4274,23
"0","0","2",0.66,0.740833,0.207092,659,3833,4492,24
"0","0","1",0.708333,0.6775,0.199642,758,3919,4677,26
"0","0","1",0.681667,0.65375,0.240679,871,3808,4679,27
"0","0","1",0.655833,0.729583,0.230092,684.472886253028,2757,4758,28
"0","0","1",0.6675,0.81875,0.213938,732.01018922853,2433,4788,29
"0","1","1",0.733333,0.685,0.131225,1549,2549,4098,30
"0","0","2",0.764167,0.677083,0.207092,513,3461,3974,1
"0","0","1",0.715,0.305,0.292287,736,4232,4968,2
"0","0","1",0.62,0.354167,0.253121,898,4414,5312,3
"0","0","1",0.635,0.45625,0.123142,1869,3473,5342,4
"0","0","2",0.648333,0.6525,0.138692,1685,3221,4906,5
"0","0","1",0.678333,0.6,0.121896,673,3875,4548,6
"0","0","1",0.7075,0.597917,0.187808,763,4070,4833,7
"0","0","1",0.775833,0.622083,0.136817,676,3725,4401,8
"0","0","2",0.808333,0.568333,0.149883,563,3352,3915,9
"0","0","1",0.755,0.605,0.140554,815,3771,4586,10
"0","0","1",0.725,0.654583,0.15485,1729,3237,4966,11
"0","0","1",0.6925,0.747917,0.163567,1467,2993,4460,12
"0","0","1",0.635,0.494583,0.30535,863,4157,5020,13
"0","0","1",0.604167,0.507083,0.269283,727,4164,4891,14
"0","0","1",0.626667,0.471667,0.167912,769,4411,5180,15
"0","0","2",0.628333,0.688333,0.206471,545,3222,3767,16
"0","0","1",0.649167,0.735833,0.143029,863,3981,4844,17
"0","0","1",0.696667,0.670417,0.119408,1807,3312,5119,18
"0","0","2",0.699167,0.666667,0.102,1639,3105,4744,19
"0","0","2",0.635,0.74625,0.155475,699,3311,4010,20
"0","0","2",0.680833,0.770417,0.171025,774,4061,4835,21
"0","0","2",0.728333,0.703333,0.238804,746,4044,4790,23
"0","0","1",0.724167,0.573333,0.222025,969,4022,4991,24
"0","0","1",0.695,0.483333,0.209571,1782,3420,5202,25
"0","0","1",0.68,0.513333,0.0945333,1920,3385,5305,26
"0","0","2",0.6825,0.658333,0.107588,854,3854,4708,27
"0","0","1",0.728333,0.497917,0.261821,848,4377,5225,29
"0","0","1",0.7225,0.39625,0.102608,1246,4116,5362,1
"0","0","1",0.738333,0.444583,0.115062,695.188567077216,2915,5119,2
"0","0","2",0.716667,0.6825,0.228858,732.01018922853,2367,4649,3
"0","1","2",0.726667,0.637917,0.0814792,732.01018922853,2978,6043,4
"0","0","1",0.746667,0.590417,0.126258,1031,3634,4665,5
"0","0","1",0.72,0.743333,0.149883,784,3845,4629,6
"0","0","1",0.75,0.65125,0.1592,754,3838,4592,7
"0","0","1",0.7475,0.578333,0.183471,1743,3138,4881,10
"0","0","1",0.7625,0.635833,0.282337,723,3363,4086,11
"0","0","1",0.746667,0.631667,0.146133,748,3594,4342,13
"0","0","1",0.663333,0.59125,0.182833,1318,4220,5538,15
"0","0","1",0.686667,0.585,0.208342,732.01018922853,3505,5923,16
"0","0","1",0.719167,0.604167,0.245033,684.472886253028,3296,5302,17
"0","0","1",0.746667,0.65125,0.215804,841,3617,4458,18
"0","0","1",0.776667,0.650417,0.1306,752,3789,4541,19
"0","0","1",0.768333,0.707083,0.113817,644,3688,4332,20
"0","0","1",0.848333,0.580417,0.1331,562,2825,3387,22
"0","0","1",0.849167,0.5,0.131221,987,2298,3285,23
"0","0","1",0.83,0.550833,0.169171,1050,2556,3606,24
"0","0","1",0.771667,0.540833,0.200258,750,3840,4590,26
"0","0","1",0.775,0.402917,0.183463,755,3901,4656,27
"0","0","1",0.779167,0.583333,0.178479,606,3784,4390,28
"0","0","1",0.838333,0.5425,0.174138,670,3176,3846,29
"0","0","1",0.804167,0.465833,0.168537,1559,2916,4475,30
"0","0","1",0.805833,0.480833,0.164813,1524,2778,4302,31
"0","0","1",0.771667,0.550833,0.156717,729,3537,4266,1
"0","0","1",0.783333,0.49125,0.20585,801,4044,4845,2
"0","0","2",0.731667,0.6575,0.135583,467,3107,3574,3
"0","0","2",0.71,0.7575,0.19715,799,3777,4576,4
"0","0","1",0.710833,0.630833,0.184696,1023,3843,4866,5
"0","0","2",0.716667,0.755,0.22825,1521,2773,4294,6
"0","0","1",0.775,0.570417,0.151121,907,3695,4602,9
"0","0","1",0.7175,0.42375,0.164796,812,3980,4792,11
"0","0","1",0.708333,0.415,0.125621,1051,3854,4905,12
"0","0","2",0.685833,0.729583,0.211454,1504,2646,4150,13
"0","0","2",0.676667,0.8175,0.222633,1338,2482,3820,14
"0","0","1",0.665833,0.712083,0.208954,775,3563,4338,15
"0","0","1",0.700833,0.578333,0.236329,721,4004,4725,16
"0","0","1",0.723333,0.575417,0.143667,668,4026,4694,17
"0","0","2",0.685,0.722917,0.139308,797,3356,4153,19
"0","0","1",0.6975,0.674167,0.104467,1914,3277,5191,20
"0","0","1",0.710833,0.77,0.248754,1249,2624,3873,21
"0","0","1",0.691667,0.47,0.27675,833,3925,4758,22
"0","0","1",0.640833,0.455417,0.146763,1281,4614,5895,23
"0","0","1",0.673333,0.605,0.253108,949,4181,5130,24
"0","0","2",0.684167,0.771667,0.210833,435,3107,3542,25
"0","0","2",0.68,0.85,0.185347221677784,226,889,1115,27
"0","0","1",0.636667,0.554583,0.159825,729,3905,4634,29
"0","0","1",0.639167,0.548333,0.125008,775,4429,5204,30
"0","0","1",0.656667,0.597917,0.0833333,688,4370,5058,31
"0","0","1",0.655,0.639167,0.141796,783,4332,5115,1
"0","0","2",0.643333,0.727083,0.139929,875,3852,4727,2
"0","0","1",0.669167,0.716667,0.185325,1935,2549,4484,3
"0","0","1",0.709167,0.742083,0.206467,732.01018922853,2419,4940,4
"0","0","3",0.599167,0.917083,0.0970208,118,1878,1996,7
"0","0","3",0.633913,0.939565,0.192748,153,1689,1842,8
"0","0","2",0.65,0.897917,0.124379,417,3127,3544,9
"0","0","1",0.66,0.75375,0.153608,1750,3595,5345,10
"0","0","1",0.653333,0.71375,0.115054,1633,3413,5046,11
"0","0","1",0.644348,0.692174,0.088913,690,4023,4713,12
"0","0","1",0.650833,0.7125,0.141804,701,4062,4763,13
"0","0","1",0.673333,0.697083,0.1673,647,4138,4785,14
"0","0","2",0.5775,0.709167,0.271146,428,3231,3659,15
"0","0","2",0.469167,0.590417,0.164183,742,4018,4760,16
"0","0","2",0.561667,0.88125,0.134954,438,3203,3641,20
"0","0","2",0.628333,0.902083,0.128125,555,4240,4795,22
"0","0","2",0.609167,0.9725,0.0783667,258,2137,2395,23
"0","0","2",0.606667,0.8625,0.0783833,1776,3647,5423,24
"0","0","2",0.634167,0.845,0.0503792,1544,3466,5010,25
"0","0","2",0.649167,0.848333,0.1107,684,3946,4630,26
"0","0","2",0.636667,0.885417,0.118171,477,3643,4120,27
"0","0","1",0.616667,0.699167,0.172883,653,4186,4839,29
"0","0","1",0.564167,0.6475,0.206475,830,4372,5202,30
"0","0","2",0.41,0.75375,0.292296,480,1949,2429,1
"0","0","2",0.356667,0.791667,0.222013,616,2302,2918,2
"0","0","2",0.384167,0.760833,0.0833458,330,3240,3570,3
"0","0","1",0.538333,0.647917,0.17725,559,4267,4826,5
"0","0","1",0.494167,0.620833,0.134954,639,4126,4765,6
"0","0","1",0.510833,0.684167,0.0223917,949,4036,4985,7
"0","0","1",0.521667,0.70125,0.0454042,695.188567077216,3174,5409,8
"0","0","1",0.540833,0.7275,0.06345,732.01018922853,3114,5511,9
"0","1","1",0.570833,0.73375,0.0423042,1514,3603,5117,10
"0","0","2",0.566667,0.80875,0.143042,667,3896,4563,11
"0","0","3",0.543333,0.90625,0.24815,217,2199,2416,12
"0","0","2",0.589167,0.896667,0.141787,290,2623,2913,13
"0","0","2",0.550833,0.71625,0.223883,529,3115,3644,14
"0","0","1",0.506667,0.483333,0.258083,1899,3318,5217,15
"0","0","1",0.511667,0.486667,0.281717,1748,3293,5041,16
"0","0","1",0.534167,0.579583,0.175379,713,3857,4570,17
"0","0","2",0.5325,0.701667,0.110087,637,4111,4748,18
"0","0","3",0.541739,0.895217,0.243339,254,2170,2424,19
"0","0","1",0.475833,0.63625,0.1863918045961,471,3724,4195,20
"0","0","1",0.4225,0.629167,0.0926667,1499,2809,4308,22
"0","0","1",0.471667,0.622917,0.166658,695,3992,4687,25
"0","0","2",0.484167,0.720417,0.148642,404,3490,3894,26
"0","0","2",0.47,0.812917,0.197763,240,2419,2659,27
"0","0","2",0.330833,0.585833,0.229479,456,3291,3747,28
"0","0","3",0.254167,0.8825,0.351371,57,570,627,29
"0","0","1",0.319167,0.62375,0.176617,885,2446,3331,30
"0","0","1",0.34,0.703333,0.10635,362,3307,3669,31
"0","0","1",0.400833,0.68375,0.135571,410,3658,4068,1
"0","0","1",0.3775,0.71875,0.0820917,370,3816,4186,2
"0","0","1",0.408333,0.702083,0.136817,318,3656,3974,3
"0","0","2",0.403333,0.6225,0.271779,470,3576,4046,4
"0","0","1",0.326667,0.519167,0.189062,1156,2770,3926,5
"0","0","1",0.348333,0.734583,0.0920542,952,2697,3649,6
"0","0","1",0.395,0.75875,0.057225,373,3662,4035,7
"0","0","1",0.408333,0.721667,0.0690375,376,3829,4205,8
"0","0","1",0.4,0.758333,0.0621958,305,3804,4109,9
"0","0","2",0.38,0.813333,0.189067,190,2743,2933,10
"0","1","1",0.324167,0.44625,0.314675,440,2928,3368,11
"0","0","1",0.53,0.587083,0.306596,595,3891,4486,14
"0","0","2",0.53,0.68875,0.199633,449,3746,4195,15
"0","0","1",0.274167,0.41,0.168533,245,3147,3392,18
"0","0","1",0.329167,0.502083,0.224496,943,2720,3663,19
"0","0","2",0.463333,0.684583,0.18595,787,2733,3520,20
"0","0","3",0.4475,0.91,0.138054,220,2545,2765,21
"0","0","3",0.416667,0.9625,0.118792,69,1538,1607,22
"0","1","1",0.373333,0.549167,0.167304,560,935,1495,24
"0","0","1",0.375,0.64375,0.0988958,1095,1697,2792,25
"0","0","1",0.459167,0.698333,0.208954,810,2261,3071,27
"0","0","1",0.503478,0.743043,0.142122,253,3614,3867,28
"0","0","2",0.458333,0.830833,0.258092,96,2818,2914,29
"0","0","1",0.3125,0.524583,0.220158,182,3545,3727,1
"0","0","1",0.314167,0.625833,0.100754,268,3672,3940,2
"0","0","1",0.299167,0.612917,0.0957833,706,2908,3614,3
"0","0","1",0.330833,0.775833,0.0839583,634,2851,3485,4
"0","0","2",0.385833,0.827083,0.0622083,233,3578,3811,5
"0","0","3",0.41,0.970417,0.266175,50,655,705,7
"0","0","1",0.265833,0.58,0.240058,150,3172,3322,8
"0","0","1",0.290833,0.695833,0.0827167,261,3359,3620,9
"0","0","1",0.275,0.5075,0.233221,502,2688,3190,10
"0","0","1",0.220833,0.49,0.0665417,377,2366,2743,11
"0","0","1",0.238333,0.670833,0.06345,143,3167,3310,12
"0","0","2",0.3175,0.66375,0.0609583,178,3562,3740,14
"0","0","2",0.4225,0.634167,0.268042,181,3528,3709,15
"0","0","2",0.375,0.500417,0.260575,178,3399,3577,16
"0","0","2",0.258333,0.560833,0.243167,275,2464,2739,17
"0","0","1",0.276667,0.6375,0.172896,260,3143,3403,19
"0","0","2",0.385833,0.595417,0.0615708,216,3534,3750,20
"0","0","2",0.428333,0.858333,0.2214,107,2553,2660,21
"0","0","1",0.373333,0.68625,0.274246,163,2046,2209,23
"0","0","1",0.3025,0.5425,0.190304,155,856,1011,24
"0","0","1",0.274783,0.681304,0.155091,303,451,754,25
"0","0","2",0.325,0.7625,0.18845,103,1059,1162,27
"0","0","1",0.29913,0.503913,0.293961,255,2047,2302,28
"0","0","1",0.311667,0.636667,0.134337,491,2508,2999,30
"0","0","1",0.41,0.615833,0.220154,665,1820,2485,31
"1","0","1",0.37,0.6925,0.192167,686,1608,2294,1
"1","1","1",0.273043,0.381304,0.329665,244,1707,1951,2
"1","0","1",0.15,0.44125,0.365671,89,2147,2236,3
"1","0","2",0.1075,0.414583,0.1847,95,2273,2368,4
"1","0","1",0.265833,0.524167,0.129987,140,3132,3272,5
"1","0","1",0.334167,0.542083,0.167908,307,3791,4098,6
"1","0","1",0.393333,0.531667,0.174758,1070,3451,4521,7
"1","0","2",0.224167,0.701667,0.0989,106,2270,2376,9
"1","0","1",0.308696,0.646522,0.187552,173,3425,3598,10
"1","0","2",0.3825,0.802917,0.180967,269,3828,4097,12
"1","0","1",0.274167,0.5075,0.185347221677784,174,3040,3214,13
"1","0","1",0.18,0.4575,0.187183,333,2160,2493,14
"1","1","1",0.19,0.5225,0.231358,217,2081,2298,16
"1","0","2",0.373043,0.716087,0.34913,127,2808,2935,17
"1","0","1",0.303333,0.443333,0.1863918045961,109,3267,3376,18
"1","0","1",0.19,0.4975,0.220158,130,3162,3292,19
"1","0","2",0.2175,0.45,0.20275,115,3048,3163,20
"1","0","2",0.1625,0.79625,0.199638,196,1781,1977,22
"1","0","2",0.218333,0.91125,0.110708,145,2287,2432,23
"1","0","1",0.3425,0.835833,0.123767,439,3900,4339,24
"1","0","1",0.294167,0.64375,0.161071,467,3803,4270,25
"1","0","2",0.425,0.74125,0.342667,269,3187,3456,27
"1","0","1",0.315833,0.543333,0.210829,775,3248,4023,28
"1","0","1",0.2825,0.31125,0.24005,558,2685,3243,29
"1","0","1",0.269167,0.400833,0.215792,126,3498,3624,30
"1","0","1",0.39,0.416667,0.261817,324,4185,4509,31
"1","0","1",0.469167,0.507917,0.189067,304,4275,4579,1
"1","0","2",0.399167,0.672917,0.187187,190,3571,3761,2
"1","0","1",0.313333,0.526667,0.178496,310,3841,4151,3
"1","0","1",0.282609,0.622174,0.1538,206,3578,3784,6
"1","0","2",0.256667,0.722917,0.133721,109,2693,2802,8
"1","0","1",0.265,0.562083,0.194037,163,3667,3830,9
"1","0","2",0.280833,0.54,0.116929,227,3604,3831,10
"1","0","3",0.224167,0.73125,0.289796,192,1977,2169,11
"1","0","1",0.1275,0.464583,0.1863918045961,73,1456,1529,12
"1","0","1",0.2225,0.41125,0.167283,94,3328,3422,13
"1","0","2",0.319167,0.50875,0.141179,135,3787,3922,14
"1","0","1",0.348333,0.53125,0.1816,141,4028,4169,15
"1","0","1",0.343333,0.634583,0.205846,349,3805,4154,17
"1","0","1",0.346667,0.534583,0.190929,1435,2883,4318,18
"1","0","2",0.28,0.515833,0.253112,618,2071,2689,19
"1","1","1",0.28,0.507826,0.229083,502,2627,3129,20
"1","0","1",0.395833,0.567917,0.234471,394,4379,4773,22
"1","0","1",0.454167,0.554583,0.190913,516,4546,5062,23
"1","0","2",0.4075,0.7375,0.237567,246,3241,3487,24
"1","0","1",0.290833,0.395833,0.1863918045961,317,2415,2732,25
"1","0","1",0.279167,0.41,0.205229,515,2874,3389,26
"1","0","1",0.366667,0.490833,0.268033,253,4069,4322,27
"1","0","1",0.359167,0.395833,0.193417,229,4134,4363,28
"1","0","1",0.485833,0.615417,0.226987,325,4665,4990,1
"1","0","2",0.353333,0.657083,0.144904,246,2948,3194,2
"1","0","2",0.414167,0.62125,0.161079,956,3110,4066,3
"1","0","1",0.325833,0.403333,0.334571,710,2713,3423,4
"1","0","1",0.404167,0.513333,0.345779,432,4484,4916,7
"1","0","1",0.5275,0.5675,0.1863918045961,486,4896,5382,8
"1","0","1",0.2875,0.350417,0.22575,968,3150,4118,10
"1","0","1",0.361739,0.476957,0.222587,1658,3253,4911,11
"1","0","1",0.466667,0.489167,0.207713,838,4460,5298,12
"1","0","1",0.565,0.6175,0.23695,762,5085,5847,13
"1","0","1",0.5725,0.507083,0.115062,997,5315,6312,14
"1","0","1",0.5575,0.579583,0.149883,1005,5187,6192,15
"1","0","2",0.435833,0.842083,0.113192,548,3830,4378,16
"1","0","2",0.514167,0.755833,0.110704,732.01018922853,4681,7836,17
"1","0","2",0.4725,0.81,0.126883,695.188567077216,3685,5892,18
"1","0","1",0.545,0.72875,0.162317,982,5171,6153,19
"1","0","2",0.531667,0.82125,0.0895583,1122,5108,6230,21
"1","0","1",0.554167,0.83125,0.117562,1334,5537,6871,22
"1","0","2",0.601667,0.694167,0.1163,732.01018922853,5893,8362,23
"1","0","2",0.5025,0.885417,0.192783,1033,2339,3372,24
"1","0","2",0.4375,0.880833,0.220775,1532,3464,4996,25
"1","0","1",0.445833,0.477917,0.1863918045961,795,4763,5558,26
"1","0","1",0.323333,0.29,0.187192,531,4571,5102,27
"1","0","1",0.484167,0.48125,0.291671,674,5024,5698,28
"1","0","1",0.494167,0.439167,0.31965,834,5299,6133,29
"1","0","2",0.37,0.580833,0.138067,796,4663,5459,30
"1","0","1",0.433913,0.504348,0.312139,1208,4728,5936,2
"1","0","1",0.466667,0.396667,0.100133,1348,5424,6772,3
"1","0","1",0.541667,0.469583,0.180975,1058,5378,6436,4
"1","0","1",0.403333,0.377083,0.300388,1807,4653,6460,6
"1","0","1",0.4375,0.254167,0.274871,732.01018922853,3605,6857,7
"1","0","1",0.5,0.275833,0.232596,695.188567077216,2939,5169,8
"1","0","1",0.489167,0.3175,0.358196,905,4680,5585,9
"1","0","1",0.446667,0.435,0.249375,819,5099,5918,10
"1","0","1",0.348696,0.469565,0.295274,482,4380,4862,11
"1","0","1",0.3975,0.46625,0.290429,663,4746,5409,12
"1","0","1",0.4425,0.408333,0.155471,1252,5146,6398,13
"1","0","1",0.606667,0.507917,0.225129,732.01018922853,4286,7132,15
"1","0","1",0.608333,0.390417,0.273629,989,5702,6691,17
"1","0","2",0.463333,0.569167,0.167912,347,4020,4367,18
"1","0","1",0.498333,0.6125,0.0659292,846,5719,6565,19
"1","0","1",0.526667,0.694583,0.149871,1340,5950,7290,20
"1","0","1",0.57,0.682917,0.283587,732.01018922853,4083,6624,21
"1","0","3",0.396667,0.835417,0.344546,120,907,1027,22
"1","0","2",0.321667,0.766667,0.303496,195,3019,3214,23
"1","0","1",0.413333,0.454167,0.249383,518,5115,5633,24
"1","0","1",0.476667,0.427917,0.118792,655,5541,6196,25
"1","0","1",0.4575,0.400833,0.347633,1014,5219,6233,27
"1","0","2",0.376667,0.489583,0.129975,1120,3100,4220,28
"1","0","2",0.464167,0.57,0.171638,665,4907,5572,30
"1","0","2",0.613333,0.659583,0.156096,653,5087,5740,1
"1","0","1",0.564167,0.797083,0.138058,667,5502,6169,2
"1","0","2",0.56,0.768333,0.133696,764,5657,6421,3
"1","0","2",0.5625,0.74,0.149879,695.188567077216,4224,6359,6
"1","0","2",0.5375,0.664167,0.230721,1008,5265,6273,7
"1","0","2",0.581667,0.685833,0.296029,738,4990,5728,8
"1","0","2",0.575,0.744167,0.216412,620,4097,4717,9
"1","0","1",0.533333,0.360417,0.236937,1319,5711,7030,11
"1","0","1",0.564167,0.480417,0.123133,732.01018922853,4807,7429,12
"1","0","1",0.6125,0.57625,0.225117,695.188567077216,3946,6118,13
"1","0","2",0.573333,0.789583,0.212692,342,2501,2843,14
"1","0","2",0.611667,0.794583,0.147392,625,4490,5115,15
"1","0","1",0.636667,0.697917,0.122512,991,6433,7424,16
"1","0","1",0.593333,0.52,0.229475,1242,6142,7384,17
"1","0","1",0.564167,0.523333,0.136817,1521,6118,7639,18
"1","0","1",0.6,0.45625,0.083975,732.01018922853,4884,8294,19
"1","0","1",0.620833,0.530417,0.254367,732.01018922853,4425,7129,20
"1","0","2",0.598333,0.81125,0.233204,630,3729,4359,21
"1","0","2",0.615,0.765833,0.118167,819,5254,6073,22
"1","0","1",0.655,0.716667,0.172896,1059,5711,6770,24
"1","0","1",0.68,0.747083,0.14055,1417,5317,6734,25
"1","0","1",0.6925,0.7325,0.198992,732.01018922853,3681,6536,26
"1","1","1",0.7125,0.67625,0.196521,732.01018922853,3486,6043,28
"1","0","1",0.7225,0.684583,0.2954,880,4863,5743,29
"1","0","2",0.656667,0.67,0.134329,745,6110,6855,30
"1","0","1",0.68,0.492917,0.195279,1100,6238,7338,31
"1","0","2",0.654167,0.755417,0.237563,533,3594,4127,1
"1","0","1",0.583333,0.549167,0.186562,732.01018922853,5325,8120,2
"1","0","1",0.5975,0.487083,0.284833,1071,5927,6998,4
"1","0","2",0.540833,0.613333,0.209575,968,6033,7001,5
"1","0","1",0.554167,0.61125,0.077125,1027,6028,7055,6
"1","0","1",0.6025,0.567083,0.15735,1038,6456,7494,7
"1","0","1",0.649167,0.467917,0.175383,1488,6248,7736,8
"1","0","1",0.710833,0.437083,0.144287,732.01018922853,4790,7498,9
"1","0","2",0.720833,0.587917,0.207713,1017,5647,6664,11
